,team,year,win,loss,off_yards_play,points_per_game,yards_play_allowed,avg_points_per_game_allowed,x3rd_percent,opponent_3rd_percent,x4th_percent,opponent_4th_percent,avg_turnover_margin_per_game,avg_yard_per_kickoff_return,avg_yards_per_punt_return,avg_yards_allowed_per_punt_return
27,LSU,2022,10,4,6.36,34.5,5.34,22.1,0.486,0.39,0.5,0.4,0.07,19.82,3.25,10.94
28,James Madison,2022,8,3,6.17,37.0,4.74,20.9,0.397,0.284,0.45,0.471,0.36,18.4,5.7,8.57
29,Wake Forest,2022,8,5,5.88,36.1,5.68,28.3,0.459,0.413,0.5,0.464,-0.23,19.44,7.44,12.88
30,Tulane,2022,12,2,6.6,36.0,5.0,22.2,0.384,0.374,0.593,0.568,0.36,22.85,9.87,1.12
31,Kansas,2022,6,7,6.98,35.6,6.15,35.5,0.506,0.474,0.474,0.679,0.23,17.83,3.75,6.91
32,UAB,2022,7,6,6.71,30.1,5.34,23.2,0.452,0.402,0.481,0.543,0.0,21.38,7.82,11.94
33,Penn St.,2022,11,2,6.19,35.8,4.61,18.2,0.378,0.332,0.7,0.517,0.85,22.35,4.38,6.79
34,Texas,2022,8,5,6.38,34.5,4.94,21.6,0.388,0.411,0.522,0.541,0.15,22.48,9.26,3.09
35,BYU,2022,8,5,6.68,31.3,5.87,29.5,0.449,0.461,0.308,0.556,0.15,20.45,9.77,7.5
36,Florida,2022,6,7,6.58,29.5,5.92,28.8,0.405,0.497,0.441,0.435,0.77,21.7,8.12,8.0
37,South Alabama,2022,10,3,5.78,31.2,5.13,21.3,0.431,0.312,0.567,0.6,0.31,22.42,9.33,11.5
38,Memphis,2022,7,6,5.78,35.3,5.26,26.0,0.459,0.414,0.542,0.44,0.46,23.21,9.44,13.79
39,Ohio,2022,10,4,6.16,31.8,6.16,28.3,0.417,0.392,0.353,0.382,0.86,19.91,2.07,8.5
40,Kansas St.,2022,10,4,6.12,32.3,5.54,21.9,0.39,0.34,0.567,0.394,0.86,22.97,13.21,6.11
41,Kent St.,2022,5,7,5.78,28.4,5.79,29.0,0.411,0.394,0.5,0.581,0.0,22.89,7.86,6.27
42,Georgia St.,2022,4,8,5.72,30.0,5.73,31.2,0.407,0.417,0.556,0.44,0.42,9.36,5.27,5.87
43,Duke,2022,9,4,6.11,32.8,5.53,22.1,0.424,0.43,0.56,0.423,1.23,20.81,19.92,5.69
44,Baylor,2022,6,7,5.8,32.2,5.37,26.8,0.402,0.458,0.638,0.409,0.15,17.03,12.6,4.71
45,Tulsa,2022,5,7,5.86,30.6,5.88,33.1,0.394,0.367,0.647,0.583,-0.17,15.95,5.0,12.74
46,Fla. Atlantic,2022,5,7,5.68,29.8,6.03,26.6,0.432,0.363,0.55,0.407,0.67,16.0,9.71,6.56
47,Clemson,2022,11,3,5.6,33.2,5.03,20.9,0.476,0.352,0.5,0.375,-0.07,22.83,7.0,10.52
48,Louisville,2022,8,5,5.96,26.9,5.06,19.2,0.379,0.331,0.4,0.19,0.46,24.73,5.04,5.52
49,Pittsburgh,2022,9,4,5.78,31.3,5.15,24.3,0.397,0.322,0.429,0.455,0.15,16.68,8.19,4.83
50,Coastal Carolina,2022,9,4,6.03,29.1,6.45,31.8,0.428,0.421,0.571,0.478,0.08,19.13,6.7,8.67
51,Oklahoma St.,2022,7,6,5.27,30.6,5.71,28.9,0.353,0.271,0.312,0.531,-0.31,23.61,9.0,9.03
52,Fresno St.,2022,10,4,6.01,30.6,5.14,19.4,0.458,0.361,0.438,0.472,0.29,22.43,19.92,8.45
53,Toledo,2022,9,5,5.52,31.3,4.8,25.1,0.402,0.335,0.593,0.417,-0.57,15.55,8.13,4.56
54,Maryland,2022,8,5,5.7,28.2,5.01,23.2,0.415,0.389,0.607,0.462,0.08,19.76,6.5,4.18
55,Purdue,2022,8,6,5.34,26.6,5.77,27.4,0.383,0.349,0.545,0.5,-0.14,17.38,7.13,5.8
56,West Virginia,2022,5,7,5.5,30.6,6.03,32.9,0.412,0.407,0.688,0.571,-0.67,17.76,6.08,2.71
57,Marshall,2022,9,4,5.37,24.5,4.56,16.0,0.382,0.235,0.238,0.429,0.77,19.3,6.36,5.93
58,Air Force,2022,10,3,5.81,27.8,5.03,13.4,0.449,0.279,0.724,0.409,0.23,10.8,2.75,3.11
59,Notre Dame,2022,9,4,5.92,31.8,5.15,23.0,0.472,0.363,0.438,0.455,-0.23,19.28,10.13,8.1
60,Oregon St.,2022,10,3,6.09,32.2,5.19,20.0,0.435,0.388,0.696,0.308,-0.08,23.0,16.0,10.4
61,Mississippi St.,2022,9,4,5.5,31.6,5.16,23.1,0.392,0.335,0.517,0.462,0.31,27.83,10.14,7.31
62,Louisiana Tech,2022,3,9,5.65,29.0,6.52,37.9,0.367,0.43,0.419,0.667,-0.25,21.26,12.42,13.75
63,South Fla.,2022,1,11,6.11,28.0,7.42,41.2,0.391,0.503,0.452,0.609,-0.33,21.15,8.33,9.62
64,Minnesota,2022,9,4,5.87,28.2,4.97,13.8,0.521,0.279,0.545,0.556,0.46,23.61,6.0,4.73
65,Liberty,2022,8,5,5.69,27.5,4.97,24.6,0.366,0.344,0.458,0.552,-0.23,20.69,4.11,11.0
66,Arizona St.,2022,3,9,5.9,26.1,6.01,31.4,0.397,0.494,0.6,0.412,-0.5,24.15,3.32,12.62
67,Charlotte,2022,3,9,5.81,24.4,7.08,39.4,0.396,0.444,0.353,0.63,-0.67,19.05,7.64,2.11
68,Boise St.,2022,10,4,5.79,29.5,4.75,19.5,0.398,0.315,0.588,0.478,0.21,22.52,6.56,18.7
69,UTEP,2022,5,7,5.47,24.4,5.87,27.0,0.391,0.348,0.552,0.714,-0.42,17.1,5.88,8.31
70,Ball St.,2022,5,7,5.13,23.2,5.05,26.9,0.368,0.396,0.273,0.516,-0.5,21.5,4.38,6.59
71,Illinois,2022,8,5,5.25,24.2,4.39,12.8,0.38,0.301,0.48,0.45,1.15,19.69,6.39,7.62
72,South Carolina,2022,8,5,5.92,32.2,5.68,28.8,0.388,0.434,0.591,0.556,-0.31,25.13,16.57,4.6
73,Auburn,2022,5,7,5.71,24.8,5.52,29.5,0.362,0.425,0.591,0.5,-0.83,17.22,8.5,4.1
74,Buffalo,2022,7,6,4.89,28.5,6.05,26.7,0.392,0.353,0.595,0.423,0.77,20.62,1.0,14.06
75,Syracuse,2022,7,6,5.97,27.7,4.9,23.1,0.37,0.402,0.385,0.455,0.38,26.16,7.8,7.68
76,Rice,2022,5,8,5.65,25.2,6.48,34.2,0.41,0.412,0.464,0.474,-1.0,17.42,8.94,8.94
77,Middle Tenn.,2022,8,5,5.03,28.8,5.53,27.7,0.342,0.383,0.583,0.459,0.92,22.0,9.56,5.86
78,NIU,2022,3,9,5.55,27.2,5.88,32.8,0.392,0.439,0.435,0.636,0.33,16.69,2.17,6.5
79,Akron,2022,2,10,5.11,21.8,6.0,33.5,0.345,0.352,0.478,0.68,-1.08,21.56,6.42,7.42
80,Cincinnati,2022,9,4,5.76,29.2,4.62,20.6,0.363,0.385,0.619,0.458,0.46,21.35,11.36,3.48
81,Missouri,2022,6,7,5.43,24.8,5.28,25.2,0.394,0.344,0.5,0.571,-0.23,16.29,11.31,15.69
82,Iowa St.,2022,4,8,5.09,20.2,4.73,20.2,0.419,0.288,0.556,0.588,-0.58,16.57,5.42,2.64
83,San Jose St.,2022,7,5,5.71,27.4,5.07,22.0,0.367,0.394,0.444,0.615,0.92,17.36,6.5,13.12
84,Central Mich.,2022,4,8,5.28,24.8,5.2,28.2,0.355,0.33,0.545,0.462,-1.5,21.24,4.9,7.36
85,Miami,2022,5,7,5.33,23.6,5.94,26.8,0.404,0.42,0.409,0.6,-0.25,26.57,9.77,3.8
86,Army West Point,2022,6,6,5.84,28.6,5.76,22.5,0.434,0.387,0.533,0.476,0.33,17.58,9.75,6.25
87,Eastern Mich.,2022,9,4,5.3,29.8,5.62,28.5,0.449,0.426,0.458,0.6,0.08,19.0,5.78,5.56
88,California,2022,4,8,5.57,23.9,5.82,27.8,0.353,0.391,0.522,0.577,0.5,18.0,10.91,9.91
89,Louisiana,2022,6,7,5.28,26.2,5.3,22.8,0.382,0.395,0.5,0.5,0.31,18.23,16.37,7.18
90,Wisconsin,2022,7,6,5.72,26.3,4.82,20.2,0.402,0.322,0.467,0.5,0.15,23.52,5.5,9.05
91,Stanford,2022,3,9,5.27,21.3,6.56,32.2,0.378,0.342,0.524,0.739,-0.83,19.73,4.38,7.0
92,Texas A&M,2022,5,7,5.72,22.8,5.17,20.7,0.359,0.356,0.364,0.5,-0.08,22.17,5.5,4.46
93,Washington St.,2022,7,6,5.41,26.1,5.84,22.9,0.364,0.38,0.448,0.387,0.23,21.63,9.12,3.93
94,Troy,2022,12,2,5.62,25.6,4.69,17.1,0.333,0.395,0.63,0.517,0.43,17.26,9.43,6.72
95,Utah St.,2022,6,7,4.86,22.2,5.75,31.2,0.328,0.414,0.514,0.571,-0.69,20.0,8.9,5.38
96,Michigan St.,2022,5,7,5.48,24.4,5.81,27.4,0.388,0.435,0.414,0.615,-0.33,18.43,9.29,5.93
97,UNLV,2022,5,7,5.54,26.3,5.48,28.5,0.323,0.373,0.5,0.607,0.5,20.84,6.1,8.25
98,Temple,2022,3,9,5.24,21.9,5.64,29.2,0.329,0.362,0.424,0.5,-0.92,16.41,3.46,4.15
99,Southern Miss.,2022,7,6,5.5,25.3,5.4,23.5,0.341,0.364,0.632,0.231,-0.23,20.61,11.92,6.4
100,Vanderbilt,2022,5,7,5.27,24.6,6.95,36.0,0.368,0.397,0.379,0.444,0.0,21.29,4.67,15.16
101,Nebraska,2022,4,8,5.43,22.6,5.48,27.6,0.4,0.424,0.429,0.667,-0.25,17.08,16.5,8.95
102,Virginia,2022,3,7,5.14,17.0,4.97,24.0,0.321,0.37,0.389,0.571,-0.9,22.0,4.85,13.08
103,Hawaii,2022,3,10,4.97,19.8,6.6,34.7,0.345,0.395,0.529,0.542,-0.62,16.0,3.77,8.8
104,NC State,2022,8,5,4.84,24.3,4.99,19.2,0.362,0.328,0.4,0.348,0.46,23.05,7.78,8.23
105,Old Dominion,2022,3,9,5.56,19.5,5.73,26.6,0.294,0.412,0.364,0.615,0.0,19.76,8.0,3.06
106,Northwestern,2022,1,11,4.54,13.8,5.56,28.3,0.373,0.418,0.475,0.706,-1.58,16.73,2.38,7.54
107,Bowling Green,2022,6,7,5.1,23.5,5.82,32.5,0.34,0.47,0.44,0.481,0.0,22.71,14.18,3.8
108,New Mexico St.,2022,7,6,5.67,25.5,5.01,23.9,0.39,0.373,0.688,0.522,-0.38,17.8,6.91,2.21
109,Indiana,2022,4,8,4.48,23.2,5.89,33.9,0.335,0.424,0.375,0.444,-0.33,23.9,4.0,8.81
110,Navy,2022,4,8,4.7,21.9,5.79,24.3,0.378,0.357,0.605,0.579,0.25,19.59,9.19,4.88
111,ULM,2022,4,8,5.22,22.3,6.19,34.4,0.401,0.427,0.333,0.464,-0.58,17.62,4.4,17.67
112,Texas St.,2022,4,8,4.72,21.1,5.27,26.3,0.368,0.354,0.333,0.586,0.25,17.36,8.75,7.15
113,San Diego St.,2022,7,6,5.19,21.5,4.92,20.5,0.294,0.35,0.714,0.308,-0.38,20.35,6.75,6.59
114,Georgia Tech,2022,5,7,4.83,17.2,5.56,28.4,0.306,0.386,0.333,0.636,0.92,21.0,9.33,18.54
115,Kentucky,2022,7,6,5.19,20.4,5.19,19.2,0.341,0.333,0.615,0.4,-0.15,18.74,4.96,13.64
116,FIU,2022,4,8,4.71,18.7,6.05,37.2,0.289,0.495,0.429,0.524,-0.5,20.34,2.82,10.1
117,Arkansas St.,2022,3,9,4.86,25.0,5.82,31.4,0.293,0.364,0.583,0.64,0.25,21.69,6.0,6.69
118,Wyoming,2022,7,6,5.21,21.2,5.35,23.9,0.349,0.382,0.286,0.556,-0.15,20.6,4.0,10.92
119,Virginia Tech,2022,3,8,4.7,19.3,5.4,24.7,0.314,0.341,0.429,0.625,-0.55,19.11,9.09,2.91
120,Boston College,2022,3,9,4.64,17.8,5.63,30.3,0.328,0.37,0.444,0.2,-0.92,21.53,4.79,5.92
121,Miami,2022,6,7,4.85,20.2,5.41,22.6,0.314,0.401,0.5,0.526,0.77,16.61,6.91,3.0
122,Nevada,2022,2,10,4.43,18.8,5.84,30.9,0.356,0.423,0.5,0.647,0.17,19.27,7.15,9.73
123,UConn,2022,6,7,4.92,19.4,5.51,26.2,0.369,0.428,0.389,0.28,0.0,19.43,5.19,10.35
124,Western Mich.,2022,5,7,4.53,19.0,5.43,24.1,0.314,0.316,0.481,0.368,0.33,19.53,4.7,5.41
125,Colorado St.,2022,3,9,4.85,13.2,5.14,26.9,0.225,0.378,0.394,0.684,-0.42,16.79,10.65,5.57
126,Rutgers,2022,4,8,4.44,17.4,5.18,29.2,0.285,0.341,0.529,0.667,-0.5,20.81,7.42,-1.38
127,Colorado,2022,1,11,4.52,15.4,7.2,44.5,0.317,0.531,0.355,0.478,-0.92,21.43,16.09,8.32
128,Massachusetts,2022,1,11,4.0,12.5,6.07,31.1,0.284,0.309,0.433,0.529,-0.25,18.76,9.2,6.22
129,Iowa,2022,8,5,4.24,17.7,3.99,13.3,0.278,0.306,0.333,0.625,0.46,22.15,9.68,4.38
130,New Mexico,2022,2,10,3.94,13.1,5.54,26.0,0.22,0.341,0.267,0.696,0.33,22.4,6.47,6.77
0,LSU,2023,10,3,8.4,45.5,6.14,28.0,0.55,0.448,0.4,0.433,0.46,20.66,-0.5,-0.5
1,Oregon,2023,12,2,7.82,44.2,4.99,16.5,0.51,0.358,0.76,0.474,0.79,16.19,13.71,13.71
2,Oklahoma,2023,10,3,6.77,41.7,5.41,23.5,0.492,0.311,0.684,0.529,0.46,18.0,4.69,4.69
3,Liberty,2023,13,1,7.18,38.3,5.73,23.9,0.5,0.38,0.524,0.459,0.5,15.24,4.5,4.5
4,Georgia,2023,13,1,7.26,40.1,4.77,15.6,0.552,0.257,0.75,0.567,0.21,16.67,0.0,0.0
5,North Texas,2023,5,7,6.53,34.5,6.56,37.1,0.422,0.462,0.6,0.593,-0.42,11.2,4.75,4.75
6,North Carolina,2023,8,5,6.67,34.5,5.62,27.3,0.484,0.386,0.45,0.515,0.38,25.53,11.3,11.3
7,UCF,2023,6,7,7.07,31.3,5.76,25.8,0.5,0.395,0.565,0.583,-0.15,22.83,11.79,11.79
8,Texas,2023,12,2,6.67,35.8,5.24,18.9,0.384,0.266,0.613,0.464,0.43,19.81,5.43,5.43
9,Southern California,2023,8,5,7.39,41.8,6.1,34.4,0.434,0.436,0.611,0.607,-0.08,22.02,5.0,5.0
10,TCU,2023,5,7,6.16,31.3,5.65,27.8,0.466,0.394,0.5,0.387,-0.58,23.63,7.9,7.9
11,Washington,2023,14,1,7.04,36.0,5.77,24.8,0.442,0.386,0.636,0.405,0.0,16.17,3.0,3.0
12,Ole Miss,2023,11,2,6.46,35.1,5.46,22.1,0.371,0.39,0.694,0.414,0.85,14.25,9.93,9.93
13,Memphis,2023,10,3,6.55,39.4,6.26,28.8,0.453,0.333,0.643,0.29,0.38,19.48,8.11,8.11
14,Texas St.,2023,8,5,6.21,36.7,5.71,32.8,0.44,0.468,0.656,0.469,-0.08,23.12,6.42,6.42
15,SMU,2023,11,3,6.24,38.7,4.59,17.8,0.431,0.281,0.607,0.553,0.21,19.91,9.65,9.65
16,South Fla.,2023,7,6,5.71,31.9,6.07,32.2,0.377,0.328,0.435,0.515,0.23,17.7,8.27,8.27
17,UAB,2023,4,8,6.33,29.9,6.17,36.9,0.403,0.494,0.481,0.593,0.08,20.47,9.25,9.25
18,Tennessee,2023,9,4,6.48,31.8,4.97,20.3,0.42,0.365,0.389,0.269,0.46,21.31,0.5,0.5
19,Arizona,2023,10,3,6.76,34.6,5.44,21.1,0.488,0.415,0.667,0.3,0.38,14.44,13.18,13.18
20,Kansas,2023,9,4,7.16,34.8,5.76,26.5,0.483,0.416,0.368,0.6,0.08,18.06,-3.0,-3.0
21,App State,2023,9,5,6.2,33.2,5.74,26.6,0.42,0.402,0.621,0.4,0.21,19.31,4.85,4.85
22,Kansas St.,2023,9,4,6.04,37.1,5.76,21.0,0.479,0.302,0.583,0.459,0.85,19.13,19.0,19.0
23,South Alabama,2023,7,6,6.38,33.1,5.01,21.0,0.434,0.341,0.63,0.381,0.15,19.44,1.5,1.5
24,Utah St.,2023,6,7,6.12,33.2,5.79,34.7,0.364,0.424,0.562,0.471,-0.38,20.38,14.87,14.87
25,Boise St.,2023,8,6,6.55,32.1,6.04,25.1,0.459,0.387,0.818,0.417,-0.21,24.91,10.58,10.58
26,West Virginia,2023,9,4,6.31,31.5,5.78,26.2,0.397,0.386,0.528,0.519,0.15,25.19,0.23,0.23
27,Missouri,2023,11,2,6.46,32.5,5.28,20.8,0.426,0.369,0.733,0.667,0.77,19.04,6.3,6.3
28,Notre Dame,2023,10,3,6.95,39.2,4.44,15.9,0.448,0.346,0.588,0.417,0.54,21.2,10.13,10.13
29,Oklahoma St.,2023,10,4,5.93,29.6,6.48,28.6,0.388,0.418,0.55,0.24,0.14,16.84,2.94,2.94
30,Miami,2023,7,6,6.4,31.5,5.17,22.8,0.411,0.358,0.524,0.429,-0.31,21.5,8.64,8.64
31,UCLA,2023,8,5,5.93,26.5,4.63,18.4,0.451,0.354,0.469,0.421,0.15,21.77,5.4,5.4
32,Cincinnati,2023,3,9,5.83,24.1,6.67,30.0,0.42,0.399,0.452,0.706,-0.33,20.04,4.5,4.5
33,Georgia Tech,2023,7,6,6.34,31.1,6.29,29.5,0.431,0.435,0.522,0.538,0.31,26.85,9.0,9.0
34,Washington St.,2023,5,7,5.94,31.7,5.67,28.1,0.425,0.411,0.462,0.632,-0.5,26.31,8.12,8.12
35,UTSA,2023,9,4,5.7,31.9,5.18,24.1,0.477,0.386,0.577,0.581,-0.38,20.92,7.43,7.43
36,Ga. Southern,2023,6,7,5.72,30.2,6.06,30.5,0.454,0.386,0.609,0.4,-0.77,19.67,13.0,13.0
37,Troy,2023,11,3,6.23,29.6,4.76,17.1,0.402,0.325,0.467,0.333,0.36,20.84,5.64,5.64
38,Toledo,2023,11,3,6.51,32.3,4.96,20.3,0.444,0.374,0.591,0.462,-0.21,16.0,6.38,6.38
39,Coastal Carolina,2023,8,5,6.18,27.7,5.78,23.8,0.442,0.417,0.375,0.48,0.46,21.58,12.14,12.14
40,Louisville,2023,10,4,6.18,30.7,5.32,21.3,0.374,0.298,0.542,0.44,0.07,23.4,8.89,8.89
41,UNLV,2023,9,5,6.13,34.4,6.25,28.6,0.493,0.365,0.45,0.522,0.57,17.51,11.0,11.0
42,New Mexico St.,2023,10,5,6.74,27.5,6.11,22.8,0.433,0.372,0.579,0.548,-0.13,19.71,8.25,8.25
43,New Mexico,2023,4,8,6.21,27.2,6.74,35.1,0.414,0.371,0.643,0.5,-0.58,18.48,21.18,21.18
44,Oregon St.,2023,8,5,6.45,31.8,5.42,22.9,0.385,0.394,0.567,0.565,0.46,18.0,4.31,4.31
45,Florida,2023,5,7,6.05,28.4,6.44,27.6,0.369,0.356,0.409,0.308,-0.42,15.07,8.36,8.36
46,Ohio St.,2023,11,2,6.38,30.5,4.17,11.2,0.436,0.286,0.556,0.5,-0.15,17.93,12.36,12.36
47,Texas A&M,2023,7,6,6.0,33.3,5.23,22.1,0.434,0.322,0.579,0.412,-0.15,23.0,6.18,6.18
48,San Jose St.,2023,7,6,6.52,31.8,5.43,25.6,0.454,0.448,0.368,0.667,0.85,13.93,8.33,8.33
49,Clemson,2023,9,4,5.25,29.8,4.7,21.1,0.404,0.321,0.519,0.455,0.46,38.14,5.42,5.42
50,Western Ky.,2023,8,5,5.83,30.5,5.81,28.7,0.432,0.398,0.615,0.675,0.23,15.72,7.58,7.58
51,Florida St.,2023,13,1,6.27,34.6,5.02,19.3,0.363,0.288,0.476,0.433,0.57,22.59,6.38,6.38
52,Penn St.,2023,10,3,5.6,36.2,4.16,13.5,0.408,0.302,0.769,0.55,1.23,16.82,4.6,4.6
53,Colorado St.,2023,5,7,5.74,26.1,5.71,29.6,0.411,0.441,0.421,0.562,-0.42,21.33,7.15,7.15
54,Georgia St.,2023,7,6,5.81,27.2,6.29,30.1,0.455,0.445,0.474,0.423,0.15,20.7,11.88,11.88
55,Alabama,2023,12,2,6.21,34.0,5.01,19.0,0.451,0.33,0.714,0.407,0.57,16.28,9.23,9.23
56,Louisiana,2023,6,7,6.1,32.2,5.21,28.6,0.407,0.445,0.55,0.742,0.08,16.62,-0.5,-0.5
57,Virginia Tech,2023,7,6,5.95,29.5,5.15,23.9,0.349,0.347,0.654,0.529,0.08,23.67,6.67,6.67
58,Middle Tenn.,2023,4,8,5.71,24.2,5.49,28.1,0.398,0.448,0.455,0.562,-0.42,16.85,9.0,9.0
59,Illinois,2023,5,7,5.79,24.5,5.28,29.4,0.36,0.44,0.56,0.533,-0.67,19.14,7.21,7.21
60,California,2023,6,7,5.46,30.2,5.71,32.8,0.387,0.415,0.545,0.605,0.0,19.8,13.7,13.7
61,Fresno St.,2023,9,4,5.7,30.5,5.35,23.5,0.476,0.396,0.643,0.586,0.69,20.94,11.88,11.88
62,Maryland,2023,8,5,5.87,29.7,4.86,22.5,0.436,0.339,0.684,0.629,0.23,23.46,7.24,7.24
63,Texas Tech,2023,7,6,5.33,27.4,5.49,26.0,0.395,0.414,0.649,0.44,-0.46,21.09,7.64,7.64
64,Tulsa,2023,4,8,5.37,23.4,6.58,33.8,0.446,0.4,0.438,0.625,-0.25,21.39,7.5,7.5
65,Louisiana Tech,2023,3,9,5.74,25.9,6.1,33.4,0.305,0.409,0.5,0.636,-0.75,11.67,15.23,15.23
66,Michigan,2023,15,0,6.21,35.9,4.28,10.4,0.428,0.291,0.773,0.324,1.27,16.53,6.64,6.64
67,Boston College,2023,7,6,5.46,24.8,6.29,28.3,0.414,0.416,0.763,0.722,-0.15,18.77,6.44,6.44
68,Wisconsin,2023,7,6,5.37,23.5,5.12,20.2,0.442,0.396,0.25,0.318,0.0,19.59,4.69,4.69
69,Purdue,2023,4,8,5.34,23.9,5.72,29.9,0.358,0.412,0.393,0.455,0.0,22.0,6.27,6.27
70,Baylor,2023,3,9,5.3,23.1,6.58,33.3,0.362,0.441,0.458,0.5,0.08,18.89,13.15,13.15
71,Arkansas St.,2023,6,7,5.86,27.1,6.16,30.4,0.355,0.409,0.35,0.76,0.23,18.97,10.47,10.47
72,Temple,2023,3,9,5.33,21.1,6.3,35.7,0.382,0.47,0.511,0.611,-1.67,18.3,15.12,15.12
73,Tulane,2023,11,3,5.79,26.4,5.2,20.5,0.378,0.366,0.594,0.459,0.5,19.0,7.0,7.0
74,NIU,2023,7,6,5.76,24.9,5.12,21.0,0.416,0.408,0.5,0.583,-0.23,17.0,3.62,3.62
75,Virginia,2023,3,9,5.21,23.2,6.05,33.8,0.361,0.404,0.6,0.579,-0.5,22.77,11.79,11.79
76,Air Force,2023,9,4,5.77,27.8,4.89,18.2,0.462,0.354,0.654,0.545,-0.23,16.79,2.38,2.38
77,Western Mich.,2023,4,8,5.02,23.7,6.11,31.8,0.358,0.456,0.487,0.2,0.33,18.25,10.85,10.85
78,Iowa St.,2023,7,6,6.22,26.2,5.22,22.8,0.391,0.361,0.625,0.583,0.62,19.0,6.48,6.48
79,Colorado,2023,4,8,5.24,28.2,6.27,34.8,0.391,0.467,0.667,0.625,0.75,23.88,7.56,7.56
80,South Carolina,2023,5,7,5.58,26.0,5.5,26.3,0.338,0.429,0.375,0.609,0.33,18.91,3.73,3.73
81,Rice,2023,6,7,5.77,29.5,5.5,28.1,0.385,0.371,0.667,0.407,-1.08,16.39,10.38,10.38
82,UTEP,2023,3,9,5.59,19.9,6.07,28.5,0.327,0.43,0.467,0.5,-0.5,16.52,12.87,12.87
83,Houston,2023,4,8,5.63,23.7,5.98,31.5,0.365,0.484,0.259,0.636,-0.08,22.75,5.0,5.0
84,Marshall,2023,6,7,5.31,22.8,5.5,28.7,0.313,0.324,0.24,0.429,-0.85,17.63,11.7,11.7
85,Massachusetts,2023,3,9,5.79,23.2,6.8,37.8,0.367,0.454,0.231,0.467,-0.08,25.21,19.5,19.5
86,Southern Miss.,2023,3,9,5.0,23.2,6.74,35.8,0.38,0.379,0.423,0.5,0.17,24.51,8.54,8.54
87,Hawaii,2023,5,8,5.32,21.4,6.17,32.2,0.372,0.452,0.5,0.45,-0.77,22.92,8.69,8.69
88,Stanford,2023,3,9,5.03,20.6,6.57,37.2,0.361,0.513,0.333,0.619,-0.33,18.8,9.38,9.38
89,Auburn,2023,6,7,5.5,26.2,5.65,22.6,0.329,0.317,0.5,0.556,-0.15,22.41,5.29,5.29
90,NC State,2023,9,4,5.32,26.1,5.4,20.8,0.401,0.278,0.6,0.571,0.69,24.41,7.56,7.56
91,Utah,2023,8,5,5.09,23.2,5.21,19.3,0.413,0.295,0.414,0.417,0.15,22.81,8.94,8.94
92,Old Dominion,2023,6,7,5.42,23.8,5.22,27.2,0.371,0.377,0.269,0.519,0.23,22.4,11.74,11.74
93,Duke,2023,8,5,5.62,26.9,5.15,19.0,0.368,0.383,0.6,0.393,0.0,20.11,3.0,3.0
94,Ohio,2023,10,3,5.21,24.3,4.82,15.8,0.457,0.304,0.5,0.484,0.77,17.74,15.36,15.36
95,Central Mich.,2023,5,7,5.29,23.2,6.34,31.1,0.343,0.368,0.696,0.5,-0.67,20.22,8.11,8.11
96,Syracuse,2023,6,7,5.28,23.5,5.35,25.4,0.392,0.406,0.5,0.467,-0.15,18.75,14.2,14.2
97,Kentucky,2023,7,6,6.18,29.1,5.22,25.8,0.38,0.432,0.2,0.611,-0.15,24.43,6.5,6.5
98,Indiana,2023,3,9,4.99,22.2,5.82,29.9,0.375,0.361,0.37,0.526,-0.42,22.16,7.1,7.1
99,Fla. Atlantic,2023,4,8,5.08,23.8,5.36,25.5,0.339,0.365,0.382,0.5,0.08,21.58,12.19,12.19
100,Mississippi St.,2023,5,7,5.26,21.8,5.33,26.6,0.308,0.341,0.417,0.571,-0.17,22.0,7.0,7.0
101,Wake Forest,2023,4,8,4.98,20.2,5.84,27.0,0.342,0.402,0.421,0.632,-0.5,21.19,4.44,4.44
102,Wyoming,2023,9,4,5.51,25.3,5.25,22.3,0.368,0.445,0.667,0.565,0.85,22.18,8.5,8.5
103,UConn,2023,3,9,5.06,19.1,6.11,29.8,0.355,0.429,0.381,0.5,-0.33,21.32,10.22,10.22
104,Arkansas,2023,4,8,4.93,26.6,5.68,27.9,0.383,0.373,0.625,0.5,-0.08,23.22,19.17,19.17
105,San Diego St.,2023,4,8,5.06,20.5,6.15,26.8,0.353,0.414,0.565,0.529,0.08,21.85,3.85,3.85
106,Bowling Green,2023,7,6,5.38,26.2,5.24,24.0,0.333,0.383,0.6,0.484,0.69,19.26,8.14,8.14
107,Miami,2023,11,3,5.69,25.6,4.96,15.9,0.361,0.297,0.308,0.438,0.0,18.65,1.3,1.3
108,Arizona St.,2023,3,9,4.75,17.8,5.95,31.8,0.318,0.41,0.474,0.571,-0.92,16.4,11.38,11.38
109,ULM,2023,2,10,5.07,17.3,6.03,34.9,0.324,0.509,0.346,0.571,0.08,18.76,5.89,5.89
110,FIU,2023,4,8,5.03,20.1,5.98,31.8,0.284,0.405,0.485,0.55,-0.75,21.3,1.86,1.86
111,Vanderbilt,2023,2,10,5.18,22.8,6.55,36.2,0.331,0.47,0.296,0.714,-0.25,21.76,10.0,10.0
112,Buffalo,2023,3,9,4.61,20.9,5.8,27.4,0.344,0.335,0.366,0.611,0.08,21.41,6.47,6.47
113,Pittsburgh,2023,3,9,5.33,20.2,5.36,27.3,0.318,0.369,0.5,0.48,-0.42,17.56,11.71,11.71
